id,School,Gender,Race,Local,Full Time,Future,Effectiveness,Online Supplement,Supplement Use
62873,San Francisco State University,Male,Others,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
73736,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
69948,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Somewhat difficult
06602,Diablo Valley College,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
42793,San Francisco State University,Female,African American,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
79037,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all
88248,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
52240,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult
11188,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
77905,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
93006,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
89973,Diablo Valley College,Female,Hispanic,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
49852,University of San Francisco,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
18949,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
47632,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
59434,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
77939,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
64772,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
97273,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
01769,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all
74309,San Francisco State University,Female,African American,Local Student,Full time,Not too helpful,Not too effective,Somewhat helpful,Not too difficult
90520,Diablo Valley College,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
90801,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
27232,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
07662,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
48880,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Not helping at all,Somewhat difficult
50326,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Somewhat difficult
51254,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Very effective,Not too helpful,No problem at all
23449,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
74972,Diablo Valley College,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
88468,Diablo Valley College,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
47068,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
92121,Diablo Valley College,Male,Asian,International Student,Full time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult
37353,San Francisco State University,Female,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
56815,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
40612,Diablo Valley College,Male,Others,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
94745,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
33341,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
86265,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
86351,Diablo Valley College,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all
98896,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
09831,San Francisco State University,Female,Hispanic,Local Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,No problem at all
81777,Diablo Valley College,Female,Asian,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Somewhat difficult
26235,Diablo Valley College,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
92187,Diablo Valley College,Female,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
77737,Diablo Valley College,Male,White,Local Student,Part time,Not too helpful,Very effective,Not helping at all,No problem at all
12922,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult
54285,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
21373,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
44141,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
40025,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
06941,Diablo Valley College,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all
39763,Diablo Valley College,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
37034,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
18684,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
14238,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
96220,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
80524,Diablo Valley College,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
31002,Diablo Valley College,Female,Hispanic,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
73698,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,Not too difficult
67062,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
48124,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
84246,Diablo Valley College,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
65595,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
75678,Diablo Valley College,Male,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
05732,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
22840,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
80001,Diablo Valley College,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
11507,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
00459,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,No problem at all
27301,San Francisco State University,Male,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
60163,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
12899,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
78474,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
78299,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
61082,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Not too effective,Somewhat helpful,No problem at all
88527,Diablo Valley College,Female,White,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
06702,San Francisco State University,Male,White,International Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
27772,Diablo Valley College,Female,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
41402,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
06215,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult
13928,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
38537,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Not too helpful,Somewhat difficult
46291,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Very effective,Not too helpful,Not too difficult
84269,Diablo Valley College,Female,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Not helping at all,Not too difficult
84662,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Somewhat effective,Not too helpful,Somewhat difficult
64280,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
47060,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult
55393,Diablo Valley College,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
71018,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not helping at all,Somewhat difficult
67812,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
75193,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
59020,San Francisco State University,Male,Asian,Local Student,Part time,Somewhat helpful,Very effective,Very helpful,Not too difficult
53003,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
82224,Diablo Valley College,Female,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
52299,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
76799,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
73733,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
28120,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all
29335,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all
24617,San Francisco State University,Male,Others,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
83106,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all
81517,Diablo Valley College,Male,White,Local Student,Full time,Not related,Somewhat effective,Somewhat helpful,No problem at all
82331,Diablo Valley College,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
34057,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Very difficult
07551,Diablo Valley College,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult
83538,Diablo Valley College,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
88796,Diablo Valley College,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
66297,Diablo Valley College,Female,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
66383,Diablo Valley College,Male,Others,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
59951,Diablo Valley College,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
36746,Diablo Valley College,Female,White,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Not too helpful,Not too difficult
48419,Diablo Valley College,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
65026,Diablo Valley College,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all
95188,Diablo Valley College,Female,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
71766,Diablo Valley College,Female,White,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,Somewhat difficult
33525,Diablo Valley College,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
79631,Diablo Valley College,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult
50626,Diablo Valley College,Female,White,Local Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,No problem at all
54304,Diablo Valley College,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
15636,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
42206,Diablo Valley College,Female,Hispanic,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,Very difficult
90814,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
42116,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
18325,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all
27766,Diablo Valley College,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
23811,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
46404,Diablo Valley College,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
27693,Diablo Valley College,Female,White,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,No problem at all
96922,Diablo Valley College,Female,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
52840,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
45659,Diablo Valley College,Male,Asian,International Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
46621,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
65504,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
51747,University of San Francisco,Female,Asian,International Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,No problem at all
54590,University of San Francisco,Male,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
57437,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
68609,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
72416,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
59118,University of San Francisco,Female,Asian,Local Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
57554,University of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
24114,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
60999,University of San Francisco,Female,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
48725,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
62302,University of San Francisco,Female,Others,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,Not too difficult
87959,University of San Francisco,Female,White,International Student,Full time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult
67436,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
60400,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
55327,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
63204,University of San Francisco,Male,White,Local Student,Full time,Not too helpful,Struggle learning in this class,Not too helpful,Somewhat difficult
50819,University of San Francisco,Female,Others,International Student,Full time,Not too helpful,Not too effective,Somewhat helpful,Not too difficult
63559,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all
74674,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
25156,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
64508,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
64131,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
67230,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
70694,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Not too helpful,Not too difficult
77115,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
82731,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
18853,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
77620,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult
93246,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
97598,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Somewhat difficult
17522,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
23734,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult
00781,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
79674,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
64605,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Somewhat difficult
40065,San Francisco State University,Female,African American,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
07086,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Very difficult
12907,San Francisco State University,Female,White,Local Student,Full time,Not related,Somewhat effective,Very helpful,Not too difficult
11101,San Francisco State University,Male,Hispanic,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
63646,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
13004,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
24120,San Francisco State University,Female,White,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
20883,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
83600,University of San Francisco,Female,Hispanic,Local Student,Full time,Not too helpful,Somewhat effective,Very helpful,No problem at all
38051,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
27332,City College of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,Not too difficult
93666,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
80126,San Francisco State University,Female,Others,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
05869,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
22750,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Very difficult
53107,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
42676,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
67988,University of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
92996,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
14801,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult
81040,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
